Acquisition Type,AMI Category,Bathrooms,Bedrooms,Block GeoID,Built Year,Organizational Sponsor/Owner,Property/Project Name,Restriction Type,Square Feet,Tenure Type,Unit ID,Unit Type,Year Unit Became Permanently Affordable
LTRA,60% AMI,1,3,80130121033,1971,Boulder Housing Partners,Kalmia,Likely to Remain Affordable,950,Rental,2721,,1999
LTRA,60% AMI,1,2,80130121033,1971,Boulder Housing Partners,Kalmia,Likely to Remain Affordable,935,Rental,2722,,1999
LTRA,60% AMI,1,3,80130121033,1971,Boulder Housing Partners,Kalmia,Likely to Remain Affordable,950,Rental,2723,,1999
LTRA,60% AMI,1,2,80130121033,1971,Boulder Housing Partners,Kalmia,Likely to Remain Affordable,935,Rental,2724,,1999
LTRA,60% AMI,1,2,80130121033,1971,Boulder Housing Partners,Kalmia,Likely to Remain Affordable,935,Rental,2727,,1999
LTRA,60% AMI,1,2,80130121033,1971,Boulder Housing Partners,Kalmia,Likely to Remain Affordable,935,Rental,2728,,1999
LTRA,60% AMI,1,2,80130121033,1971,Boulder Housing Partners,Kalmia,Likely to Remain Affordable,935,Rental,2729,,1999
LTRA,60% AMI,1,2,80130121033,1971,Boulder Housing Partners,Kalmia,Likely to Remain Affordable,935,Rental,2730,,1999
LTRA,60% AMI,1,2,80130121033,1971,Boulder Housing Partners,Kalmia,Likely to Remain Affordable,935,Rental,2731,,1999
LTRA,60% AMI,1,2,80130121033,1971,Boulder Housing Partners,Kalmia,Likely to Remain Affordable,935,Rental,2732,,1999
LTRA,60% AMI,1,2,80130121033,1971,Boulder Housing Partners,Kalmia,Likely to Remain Affordable,935,Rental,2733,,1999
LTRA,60% AMI,1,2,80130121033,1971,Boulder Housing Partners,Kalmia,Likely to Remain Affordable,935,Rental,2734,,1999
LTRA,60% AMI,1,2,80130121033,1971,Boulder Housing Partners,Kalmia,Likely to Remain Affordable,935,Rental,2735,,1999
LTRA,60% AMI,1,2,80130121033,1971,Boulder Housing Partners,Kalmia,Likely to Remain Affordable,935,Rental,2736,,1999
LTRA,60% AMI,1,2,80130121033,1971,Boulder Housing Partners,Kalmia,Likely to Remain Affordable,935,Rental,2737,,1999
LTRA,60% AMI,1,2,80130121033,1971,Boulder Housing Partners,Kalmia,Likely to Remain Affordable,935,Rental,2738,,1999
LTRA,60% AMI,1,2,80130121033,1971,Boulder Housing Partners,Kalmia,Likely to Remain Affordable,935,Rental,2739,,1999
LTRA,60% AMI,1,2,80130121033,1971,Boulder Housing Partners,Kalmia,Likely to Remain Affordable,935,Rental,2740,,1999
LTRA,60% AMI,1,2,80130121033,1971,Boulder Housing Partners,Kalmia,Likely to Remain Affordable,935,Rental,2741,,1999
LTRA,60% AMI,1,2,80130121033,1971,Boulder Housing Partners,Kalmia,Likely to Remain Affordable,935,Rental,2742,,1999
LTRA,60% AMI,1,1,80130121033,1971,Boulder Housing Partners,Kalmia,Likely to Remain Affordable,850,Rental,2743,,1999
LTRA,60% AMI,1,2,80130121033,1971,Boulder Housing Partners,Kalmia,Likely to Remain Affordable,935,Rental,2745,,1999
LTRA,60% AMI,1,2,80130121033,1971,Boulder Housing Partners,Kalmia,Likely to Remain Affordable,935,Rental,2746,,1999
LTRA,60% AMI,1,2,80130121033,1971,Boulder Housing Partners,Kalmia,Likely to Remain Affordable,935,Rental,2747,,1999
LTRA,60% AMI,1,2,80130121033,1971,Boulder Housing Partners,Kalmia,Likely to Remain Affordable,935,Rental,2748,,1999
LTRA,60% AMI,1,2,80130121033,1971,Boulder Housing Partners,Kalmia,Likely to Remain Affordable,935,Rental,2749,,1999
LTRA,60% AMI,1,2,80130121033,1971,Boulder Housing Partners,Kalmia,Likely to Remain Affordable,935,Rental,2750,,1999
LTRA,60% AMI,1,3,80130121033,1971,Boulder Housing Partners,Kalmia,Likely to Remain Affordable,950,Rental,2751,,1999
LTRA,60% AMI,1,3,80130121033,1971,Boulder Housing Partners,Kalmia,Likely to Remain Affordable,950,Rental,2752,,1999
LTRA,60% AMI,1,3,80130121033,1971,Boulder Housing Partners,Kalmia,Likely to Remain Affordable,950,Rental,2753,,1999
LTRA,60% AMI,1,3,80130121033,1971,Boulder Housing Partners,Kalmia,Likely to Remain Affordable,950,Rental,2754,,1999
LTRA,60% AMI,1,1,80130121033,1971,Boulder Housing Partners,Kalmia,Likely to Remain Affordable,850,Rental,2755,,1999
LTRA,60% AMI,1,2,80130121033,1971,Boulder Housing Partners,Kalmia,Likely to Remain Affordable,935,Rental,2756,,1999
LTRA,60% AMI,1,1,80130121033,1971,Boulder Housing Partners,Kalmia,Likely to Remain Affordable,850,Rental,2757,,1999
LTRA,60% AMI,1,1,80130121033,1971,Boulder Housing Partners,Kalmia,Likely to Remain Affordable,850,Rental,2758,,1999
LTRA,60% AMI,1,1,80130121033,1971,Boulder Housing Partners,Kalmia,Likely to Remain Affordable,850,Rental,2759,,1999
LTRA,80% AMI,1,2,80130126081,1971,Boulder Housing Partners,Madison,Likely to Remain Affordable,935,Rental,2760,,1999
LTRA,80% AMI,1,2,80130126081,1974,Boulder Housing Partners,Madison,Likely to Remain Affordable,935,Rental,2761,,1999
LTRA,80% AMI,1,2,80130126081,1971,Boulder Housing Partners,Madison,Likely to Remain Affordable,935,Rental,2762,,1999
LTRA,80% AMI,1,3,80130126081,1971,Boulder Housing Partners,Madison,Likely to Remain Affordable,950,Rental,2763,,1999
LTRA,80% AMI,1,3,80130126081,1971,Boulder Housing Partners,Madison,Likely to Remain Affordable,950,Rental,2764,,1999
LTRA,80% AMI,1,3,80130126081,1971,Boulder Housing Partners,Madison,Likely to Remain Affordable,950,Rental,2765,,1999
LTRA,80% AMI,1,3,80130126081,1971,Boulder Housing Partners,Madison,Likely to Remain Affordable,950,Rental,2766,,1999
LTRA,80% AMI,1,2,80130126081,1971,Boulder Housing Partners,Madison,Likely to Remain Affordable,935,Rental,2767,,1999
LTRA,80% AMI,1,2,80130126081,1971,Boulder Housing Partners,Madison,Likely to Remain Affordable,935,Rental,2768,,1999
LTRA,80% AMI,1,2,80130126081,1971,Boulder Housing Partners,Madison,Likely to Remain Affordable,935,Rental,2770,,1999
LTRA,60% AMI,1,0,80130122022,1972,Boulder Housing Partners,Walnut Place Apartments,Likely to Remain Affordable,380,Rental,2771,,1999
LTRA,80% AMI,1,2,80130126081,1971,Boulder Housing Partners,Madison,Likely to Remain Affordable,935,Rental,2772,,1999
LTRA,80% AMI,1,2,80130126081,1971,Boulder Housing Partners,Madison,Likely to Remain Affordable,935,Rental,2773,,1999
LTRA,80% AMI,1,2,80130126081,1971,Boulder Housing Partners,Madison,Likely to Remain Affordable,935,Rental,2774,,1999
LTRA,80% AMI,1,2,80130126081,1971,Boulder Housing Partners,Madison,Likely to Remain Affordable,935,Rental,2775,,1999
LTRA,80% AMI,1,2,80130126081,1971,Boulder Housing Partners,Madison,Likely to Remain Affordable,935,Rental,2776,,1999
LTRA,80% AMI,1,3,80130126081,1971,Boulder Housing Partners,Madison,Likely to Remain Affordable,950,Rental,2777,,1999
LTRA,80% AMI,1,3,80130126081,1971,Boulder Housing Partners,Madison,Likely to Remain Affordable,950,Rental,2778,,1999
LTRA,80% AMI,1,2,80130126081,1971,Boulder Housing Partners,Madison,Likely to Remain Affordable,935,Rental,2779,,1999
LTRA,80% AMI,1,2,80130126081,1971,Boulder Housing Partners,Madison,Likely to Remain Affordable,935,Rental,2780,,1999
LTRA,80% AMI,1,3,80130126081,1971,Boulder Housing Partners,Madison,Likely to Remain Affordable,950,Rental,2781,,1999
LTRA,80% AMI,1,3,80130126081,1971,Boulder Housing Partners,Madison,Likely to Remain Affordable,950,Rental,2782,,1999
LTRA,80% AMI,1,1,80130126081,1971,Boulder Housing Partners,Madison,Likely to Remain Affordable,850,Rental,2783,,1999
LTRA,80% AMI,1,1,80130126081,1971,Boulder Housing Partners,Madison,Likely to Remain Affordable,850,Rental,2784,,1999
LTRA,80% AMI,1,1,80130126081,1971,Boulder Housing Partners,Madison,Likely to Remain Affordable,850,Rental,2785,,1999
LTRA,80% AMI,1,1,80130126081,1971,Boulder Housing Partners,Madison,Likely to Remain Affordable,850,Rental,2786,,1999
LTRA,80% AMI,1,1,80130126081,1971,Boulder Housing Partners,Madison,Likely to Remain Affordable,850,Rental,2787,,1999
LTRA,80% AMI,1,1,80130126081,1971,Boulder Housing Partners,Madison,Likely to Remain Affordable,850,Rental,2788,,1999
LTRA,80% AMI,1,1,80130126081,1971,Boulder Housing Partners,Madison,Likely to Remain Affordable,850,Rental,2789,,1999
LTRA,80% AMI,1,1,80130126081,1971,Boulder Housing Partners,Madison,Likely to Remain Affordable,850,Rental,2790,,1999
LTRA,80% AMI,1,1,80130126081,1971,Boulder Housing Partners,Madison,Likely to Remain Affordable,850,Rental,2791,,1999
LTRA,80% AMI,1,1,80130126081,1971,Boulder Housing Partners,Madison,Likely to Remain Affordable,850,Rental,2793,,1999
LTRA,80% AMI,1,1,80130126081,1971,Boulder Housing Partners,Madison,Likely to Remain Affordable,850,Rental,2794,,1999
LTRA,60% AMI,1,1,80130125012,1970,Boulder Housing Partners,Manhattan,Likely to Remain Affordable,850,Rental,2795,,1999
LTRA,60% AMI,1,1,80130125012,1970,Boulder Housing Partners,Manhattan,Likely to Remain Affordable,850,Rental,2796,,1999
LTRA,60% AMI,1,1,80130125012,1970,Boulder Housing Partners,Manhattan,Likely to Remain Affordable,850,Rental,2797,,1999
LTRA,60% AMI,1,1,80130125012,1970,Boulder Housing Partners,Manhattan,Likely to Remain Affordable,850,Rental,2798,,1999
LTRA,60% AMI,1,1,80130125012,1970,Boulder Housing Partners,Manhattan,Likely to Remain Affordable,850,Rental,2799,,1999
LTRA,60% AMI,1,1,80130125012,1970,Boulder Housing Partners,Manhattan,Likely to Remain Affordable,850,Rental,2800,,1999
LTRA,60% AMI,1,2,80130125012,1970,Boulder Housing Partners,Manhattan,Likely to Remain Affordable,935,Rental,2801,,1999
LTRA,60% AMI,1,2,80130125012,1970,Boulder Housing Partners,Manhattan,Likely to Remain Affordable,935,Rental,2802,,1999
LTRA,60% AMI,1,2,80130125012,1970,Boulder Housing Partners,Manhattan,Likely to Remain Affordable,935,Rental,2803,,1999
LTRA,60% AMI,1,1,80130125012,1970,Boulder Housing Partners,Manhattan,Likely to Remain Affordable,850,Rental,2804,,1999
LTRA,60% AMI,1,1,80130125012,1970,Boulder Housing Partners,Manhattan,Likely to Remain Affordable,850,Rental,2805,,1999
LTRA,60% AMI,1,1,80130125012,1970,Boulder Housing Partners,Manhattan,Likely to Remain Affordable,850,Rental,2806,,1999
LTRA,60% AMI,1,1,80130125012,1970,Boulder Housing Partners,Manhattan,Likely to Remain Affordable,850,Rental,2807,,1999
LTRA,60% AMI,1,1,80130125012,1970,Boulder Housing Partners,Manhattan,Likely to Remain Affordable,850,Rental,2808,,1999
LTRA,60% AMI,1,1,80130125012,1970,Boulder Housing Partners,Manhattan,Likely to Remain Affordable,850,Rental,2809,,1999
LTRA,60% AMI,1,1,80130125012,1970,Boulder Housing Partners,Manhattan,Likely to Remain Affordable,850,Rental,2810,,1999
LTRA,60% AMI,1,2,80130125012,1970,Boulder Housing Partners,Manhattan,Likely to Remain Affordable,935,Rental,2811,,1999
LTRA,60% AMI,1,2,80130125012,1970,Boulder Housing Partners,Manhattan,Likely to Remain Affordable,935,Rental,2812,,1999
LTRA,60% AMI,1,2,80130125012,1970,Boulder Housing Partners,Manhattan,Likely to Remain Affordable,935,Rental,2813,,1999
LTRA,60% AMI,1,2,80130125012,1970,Boulder Housing Partners,Manhattan,Likely to Remain Affordable,935,Rental,2814,,1999
LTRA,60% AMI,1,2,80130125012,1970,Boulder Housing Partners,Manhattan,Likely to Remain Affordable,935,Rental,2815,,1999
LTRA,60% AMI,1,2,80130125012,1970,Boulder Housing Partners,Manhattan,Likely to Remain Affordable,935,Rental,2816,,1999
LTRA,60% AMI,1,3,80130125012,1970,Boulder Housing Partners,Manhattan,Likely to Remain Affordable,950,Rental,2817,,1999
LTRA,60% AMI,1,3,80130125012,1970,Boulder Housing Partners,Manhattan,Likely to Remain Affordable,950,Rental,2818,,1999
LTRA,60% AMI,1,3,80130125012,1970,Boulder Housing Partners,Manhattan,Likely to Remain Affordable,950,Rental,2819,,1999
LTRA,60% AMI,1,3,80130125012,1970,Boulder Housing Partners,Manhattan,Likely to Remain Affordable,950,Rental,2820,,1999
LTRA,60% AMI,1,2,80130125012,1970,Boulder Housing Partners,Manhattan,Likely to Remain Affordable,935,Rental,2821,,1999
LTRA,60% AMI,1,2,80130125012,1970,Boulder Housing Partners,Manhattan,Likely to Remain Affordable,935,Rental,2822,,1999
LTRA,60% AMI,1,2,80130125012,1970,Boulder Housing Partners,Manhattan,Likely to Remain Affordable,935,Rental,2823,,1999
LTRA,60% AMI,1,2,80130125012,1970,Boulder Housing Partners,Manhattan,Likely to Remain Affordable,935,Rental,2824,,1999
LTRA,60% AMI,1,2,80130125012,1970,Boulder Housing Partners,Manhattan,Likely to Remain Affordable,935,Rental,2825,,1999
LTRA,60% AMI,1,3,80130125012,1970,Boulder Housing Partners,Manhattan,Likely to Remain Affordable,950,Rental,2826,,1999
LTRA,60% AMI,1,1,80130125012,1970,Boulder Housing Partners,Manhattan,Likely to Remain Affordable,935,Rental,2827,,1999
LTRA,60% AMI,1,1,80130122022,1972,Boulder Housing Partners,Walnut Place Apartments,Likely to Remain Affordable,498,Rental,2828,,1999
LTRA,60% AMI,1,0,80130122022,1972,Boulder Housing Partners,Walnut Place Apartments,Likely to Remain Affordable,380,Rental,2829,,1999
LTRA,60% AMI,1,1,80130122022,1971,Boulder Housing Partners,Walnut Place Apartments,Likely to Remain Affordable,498,Rental,2830,,1999
LTRA,60% AMI,1,0,80130122022,1972,Boulder Housing Partners,Walnut Place Apartments,Likely to Remain Affordable,380,Rental,2831,,1999
LTRA,60% AMI,1,1,80130122022,1972,Boulder Housing Partners,Walnut Place Apartments,Likely to Remain Affordable,498,Rental,2832,,1999
LTRA,60% AMI,1,1,80130122022,1971,Boulder Housing Partners,Walnut Place Apartments,Likely to Remain Affordable,498,Rental,2833,,1999
LTRA,60% AMI,1,2,80130125012,1970,Boulder Housing Partners,Manhattan,Likely to Remain Affordable,935,Rental,2835,,1999
LTRA,60% AMI,1,3,80130125012,1970,Boulder Housing Partners,Manhattan,Likely to Remain Affordable,950,Rental,2836,,1999
LTRA,60% AMI,1,3,80130125012,1970,Boulder Housing Partners,Manhattan,Likely to Remain Affordable,950,Rental,2837,,1999
LTRA,60% AMI,1,2,80130125012,1970,Boulder Housing Partners,Manhattan,Likely to Remain Affordable,935,Rental,2838,,1999
LTRA,60% AMI,1,2,80130125012,1970,Boulder Housing Partners,Manhattan,Likely to Remain Affordable,935,Rental,2839,,1999
LTRA,60% AMI,1,1,80130122041,1971,Boulder Housing Partners,Northport Apartments,Likely to Remain Affordable,425,Rental,2850,,1999
LTRA,60% AMI,1,0,80130122041,1971,Boulder Housing Partners,Northport Apartments,Likely to Remain Affordable,390,Rental,2851,,1999
LTRA,60% AMI,1,1,80130122041,1971,Boulder Housing Partners,Northport Apartments,Likely to Remain Affordable,425,Rental,2852,,1999
LTRA,60% AMI,1,0,80130122041,1971,Boulder Housing Partners,Northport Apartments,Likely to Remain Affordable,390,Rental,2853,,1999
LTRA,60% AMI,1,1,80130122041,1971,Boulder Housing Partners,Northport Apartments,Likely to Remain Affordable,425,Rental,2854,,1999
LTRA,60% AMI,1,1,80130122041,1971,Boulder Housing Partners,Northport Apartments,Likely to Remain Affordable,425,Rental,2855,,1999
LTRA,60% AMI,1,1,80130122041,1971,Boulder Housing Partners,Northport Apartments,Likely to Remain Affordable,425,Rental,2856,,1999
LTRA,60% AMI,1,1,80130122041,1971,Boulder Housing Partners,Northport Apartments,Likely to Remain Affordable,425,Rental,2857,,1999
LTRA,60% AMI,1,1,80130122041,1971,Boulder Housing Partners,Northport Apartments,Likely to Remain Affordable,425,Rental,2858,,1999
LTRA,60% AMI,1,0,80130122041,1971,Boulder Housing Partners,Northport Apartments,Likely to Remain Affordable,390,Rental,2859,,1999
LTRA,60% AMI,1,1,80130122041,1971,Boulder Housing Partners,Northport Apartments,Likely to Remain Affordable,425,Rental,2860,,1999
LTRA,60% AMI,1,1,80130122041,1971,Boulder Housing Partners,Northport Apartments,Likely to Remain Affordable,425,Rental,2861,,1999
LTRA,60% AMI,1,1,80130122041,1971,Boulder Housing Partners,Northport Apartments,Likely to Remain Affordable,425,Rental,2862,,1999
LTRA,60% AMI,1,0,80130122041,1971,Boulder Housing Partners,Northport Apartments,Likely to Remain Affordable,390,Rental,2863,,1999
LTRA,60% AMI,1,1,80130122041,1971,Boulder Housing Partners,Northport Apartments,Likely to Remain Affordable,425,Rental,2864,,1999
LTRA,60% AMI,1,1,80130122041,1971,Boulder Housing Partners,Northport Apartments,Likely to Remain Affordable,425,Rental,2865,,1999
LTRA,60% AMI,1,1,80130122041,1971,Boulder Housing Partners,Northport Apartments,Likely to Remain Affordable,425,Rental,2866,,1999
LTRA,60% AMI,1,0,80130122041,1971,Boulder Housing Partners,Northport Apartments,Likely to Remain Affordable,390,Rental,2867,,1999
LTRA,60% AMI,1,1,80130122041,1971,Boulder Housing Partners,Northport Apartments,Likely to Remain Affordable,425,Rental,2868,,1999
LTRA,60% AMI,1,1,80130122041,1971,Boulder Housing Partners,Northport Apartments,Likely to Remain Affordable,425,Rental,2869,,1999
LTRA,60% AMI,1,1,80130122041,1971,Boulder Housing Partners,Northport Apartments,Likely to Remain Affordable,425,Rental,2870,,1999
LTRA,60% AMI,1,1,80130122041,1971,Boulder Housing Partners,Northport Apartments,Likely to Remain Affordable,425,Rental,2871,,1999
LTRA,60% AMI,1,1,80130122041,1971,Boulder Housing Partners,Northport Apartments,Likely to Remain Affordable,425,Rental,2872,,1999
LTRA,60% AMI,1,0,80130122041,1971,Boulder Housing Partners,Northport Apartments,Likely to Remain Affordable,390,Rental,2873,,1999
LTRA,60% AMI,1,0,80130122041,1971,Boulder Housing Partners,Northport Apartments,Likely to Remain Affordable,390,Rental,2874,,1999
LTRA,60% AMI,1,0,80130122041,1971,Boulder Housing Partners,Northport Apartments,Likely to Remain Affordable,390,Rental,2875,,1999
LTRA,60% AMI,1,1,80130122041,1971,Boulder Housing Partners,Northport Apartments,Likely to Remain Affordable,425,Rental,2876,,1999
LTRA,60% AMI,1,0,80130122041,1971,Boulder Housing Partners,Northport Apartments,Likely to Remain Affordable,390,Rental,2877,,1999
LTRA,60% AMI,1,1,80130122041,1971,Boulder Housing Partners,Northport Apartments,Likely to Remain Affordable,425,Rental,2878,,1999
LTRA,60% AMI,1,0,80130122041,1971,Boulder Housing Partners,Northport Apartments,Likely to Remain Affordable,390,Rental,2879,,1999
LTRA,60% AMI,1,1,80130122041,1971,Boulder Housing Partners,Northport Apartments,Likely to Remain Affordable,425,Rental,2880,,1999
LTRA,60% AMI,1,1,80130122041,1971,Boulder Housing Partners,Northport Apartments,Likely to Remain Affordable,425,Rental,2881,,1999
LTRA,60% AMI,1,1,80130122041,1971,Boulder Housing Partners,Northport Apartments,Likely to Remain Affordable,425,Rental,2882,,1999
LTRA,60% AMI,1,1,80130122041,1971,Boulder Housing Partners,Northport Apartments,Likely to Remain Affordable,425,Rental,2883,,1999
LTRA,60% AMI,1,1,80130122041,1971,Boulder Housing Partners,Northport Apartments,Likely to Remain Affordable,425,Rental,2884,,1999
LTRA,60% AMI,1,0,80130122041,1971,Boulder Housing Partners,Northport Apartments,Likely to Remain Affordable,390,Rental,2885,,1999
LTRA,60% AMI,1,1,80130122041,1971,Boulder Housing Partners,Northport Apartments,Likely to Remain Affordable,425,Rental,2886,,1999
LTRA,60% AMI,1,1,80130122041,1971,Boulder Housing Partners,Northport Apartments,Likely to Remain Affordable,425,Rental,2887,,1999
LTRA,60% AMI,1,1,80130122041,1971,Boulder Housing Partners,Northport Apartments,Likely to Remain Affordable,425,Rental,2888,,1999
LTRA,60% AMI,1,1,80130122041,1971,Boulder Housing Partners,Northport Apartments,Likely to Remain Affordable,425,Rental,2889,,1999
LTRA,60% AMI,1,1,80130122041,1971,Boulder Housing Partners,Northport Apartments,Likely to Remain Affordable,425,Rental,2890,,1999
LTRA,60% AMI,1,1,80130122041,1971,Boulder Housing Partners,Northport Apartments,Likely to Remain Affordable,425,Rental,2891,,1999
LTRA,60% AMI,1,1,80130122041,1971,Boulder Housing Partners,Northport Apartments,Likely to Remain Affordable,425,Rental,2892,,1999
LTRA,60% AMI,1,0,80130122041,1971,Boulder Housing Partners,Northport Apartments,Likely to Remain Affordable,390,Rental,2893,,1999
LTRA,60% AMI,1,1,80130122041,1971,Boulder Housing Partners,Northport Apartments,Likely to Remain Affordable,425,Rental,2894,,1999
LTRA,60% AMI,1,0,80130122041,1971,Boulder Housing Partners,Northport Apartments,Likely to Remain Affordable,390,Rental,2895,,1999
LTRA,60% AMI,1,1,80130122041,1971,Boulder Housing Partners,Northport Apartments,Likely to Remain Affordable,425,Rental,2896,,1999
LTRA,60% AMI,1,1,80130122041,1971,Boulder Housing Partners,Northport Apartments,Likely to Remain Affordable,425,Rental,2897,,1999
LTRA,60% AMI,1,0,80130122041,1971,Boulder Housing Partners,Northport Apartments,Likely to Remain Affordable,390,Rental,2898,,1999
