id,area_code,year,household_type_id,household_type_description,age_group_id,age_group_description,total_households
62969,119,2027,3,More than one adult with no children,3,45-64,2023
62970,119,2027,3,More than one adult with no children,4,65 & Over,2400
62971,119,2027,4,More than one adult with children,0,Total,2587
62972,119,2027,4,More than one adult with children,1,18-24,39
62973,119,2027,4,More than one adult with children,2,25-44,1520
62974,119,2027,4,More than one adult with children,3,45-64,882
62975,119,2027,4,More than one adult with children,4,65 & Over,146
62976,119,2028,0,All Households,0,Total,11724
62977,119,2028,0,All Households,1,18-24,217
62978,119,2028,0,All Households,2,25-44,3248
62979,119,2028,0,All Households,3,45-64,4037
62980,119,2028,0,All Households,4,65 & Over,4222
62981,119,2028,1,One adult with no children,0,Total,3327
62982,119,2028,1,One adult with no children,1,18-24,66
62983,119,2028,1,One adult with no children,2,25-44,624
62984,119,2028,1,One adult with no children,3,45-64,1002
62985,119,2028,1,One adult with no children,4,65 & Over,1635
62986,119,2028,2,One adult with children,0,Total,467
62987,119,2028,2,One adult with children,1,18-24,8
62988,119,2028,2,One adult with children,2,25-44,313
62989,119,2028,2,One adult with children,3,45-64,142
62990,119,2028,2,One adult with children,4,65 & Over,4
62991,119,2028,3,More than one adult with no children,0,Total,5327
62992,119,2028,3,More than one adult with no children,1,18-24,104
62993,119,2028,3,More than one adult with no children,2,25-44,775
62994,119,2028,3,More than one adult with no children,3,45-64,2014
62995,119,2028,3,More than one adult with no children,4,65 & Over,2434
62996,119,2028,4,More than one adult with children,0,Total,2603
62997,119,2028,4,More than one adult with children,1,18-24,39
62998,119,2028,4,More than one adult with children,2,25-44,1536
62999,119,2028,4,More than one adult with children,3,45-64,879
63000,119,2028,4,More than one adult with children,4,65 & Over,149
63001,119,2029,0,All Households,0,Total,11793
63002,119,2029,0,All Households,1,18-24,219
63003,119,2029,0,All Households,2,25-44,3269
63004,119,2029,0,All Households,3,45-64,4052
63005,119,2029,0,All Households,4,65 & Over,4253
63006,119,2029,1,One adult with no children,0,Total,3343
63007,119,2029,1,One adult with no children,1,18-24,66
63008,119,2029,1,One adult with no children,2,25-44,628
63009,119,2029,1,One adult with no children,3,45-64,1006
63010,119,2029,1,One adult with no children,4,65 & Over,1643
63011,119,2029,2,One adult with children,0,Total,470
63012,119,2029,2,One adult with children,1,18-24,8
63013,119,2029,2,One adult with children,2,25-44,315
63014,119,2029,2,One adult with children,3,45-64,143
63015,119,2029,2,One adult with children,4,65 & Over,4
63016,119,2029,3,More than one adult with no children,0,Total,5361
63017,119,2029,3,More than one adult with no children,1,18-24,105
63018,119,2029,3,More than one adult with no children,2,25-44,780
63019,119,2029,3,More than one adult with no children,3,45-64,2021
63020,119,2029,3,More than one adult with no children,4,65 & Over,2455
63021,119,2029,4,More than one adult with children,0,Total,2619
63022,119,2029,4,More than one adult with children,1,18-24,40
63023,119,2029,4,More than one adult with children,2,25-44,1546
63024,119,2029,4,More than one adult with children,3,45-64,882
63025,119,2029,4,More than one adult with children,4,65 & Over,151
63026,119,2030,0,All Households,0,Total,11857
63027,119,2030,0,All Households,1,18-24,215
63028,119,2030,0,All Households,2,25-44,3297
63029,119,2030,0,All Households,3,45-64,4075
63030,119,2030,0,All Households,4,65 & Over,4270
63031,119,2030,1,One adult with no children,0,Total,3355
63032,119,2030,1,One adult with no children,1,18-24,65
63033,119,2030,1,One adult with no children,2,25-44,633
63034,119,2030,1,One adult with no children,3,45-64,1012
63035,119,2030,1,One adult with no children,4,65 & Over,1645
63036,119,2030,2,One adult with children,0,Total,473
63037,119,2030,2,One adult with children,1,18-24,8
